Date,Category,Type,Amount,Responsible_Person,Relation
20-06-2024,Vacations_Travel,Expense,3780,Shared,Children
20-06-2024,Emergency_Fund,Expense,7010,Man,Self
20-06-2024,Mutual_Funds_Stocks,Expense,5519,Man,Self
20-06-2024,Children_Education,Expense,4023,Man,Self
20-06-2024,Children_Activities,Expense,3068,Spouse,Spouse
21-06-2024,Freelance_Income,Income,7392,Man,Self
21-06-2024,House_Rent,Expense,8757,Man,Self
21-06-2024,Maintenance_Charges,Expense,8589,Man,Self
21-06-2024,Utilities,Expense,8344,Man,Self
21-06-2024,Insurance,Expense,8355,Man,Self
21-06-2024,Groceries_Household,Expense,5223,Spouse,Spouse
21-06-2024,Dining_Out_Entertainment,Expense,3264,Spouse,Spouse
21-06-2024,Medical_Expenses,Expense,3656,Shared,Children
21-06-2024,Vacations_Travel,Expense,10786,Shared,Children
21-06-2024,Fixed_Deposits_Gold,Expense,11626,Spouse,Spouse
21-06-2024,Children_Education,Expense,3752,Man,Self
22-06-2024,Maintenance_Charges,Expense,9103,Man,Self
22-06-2024,Utilities,Expense,11962,Man,Self
22-06-2024,Insurance,Expense,9857,Man,Self
22-06-2024,Groceries_Household,Expense,8644,Spouse,Spouse
22-06-2024,Transport,Expense,7933,Man,Self
22-06-2024,Dining_Out_Entertainment,Expense,3134,Spouse,Spouse
22-06-2024,Shopping,Expense,5410,Spouse,Spouse
22-06-2024,Vacations_Travel,Expense,4414,Shared,Children
22-06-2024,Children_Activities,Expense,2620,Spouse,Spouse
23-06-2024,Utilities,Expense,7380,Man,Self
23-06-2024,Insurance,Expense,6106,Man,Self
23-06-2024,Shopping,Expense,9094,Spouse,Spouse
23-06-2024,Vacations_Travel,Expense,10093,Shared,Children
23-06-2024,Mutual_Funds_Stocks,Expense,10164,Man,Self
23-06-2024,Children_Education,Expense,9513,Man,Self
23-06-2024,Children_Activities,Expense,7546,Spouse,Spouse
24-06-2024,Freelance_Income,Income,11250,Man,Self
24-06-2024,House_Rent,Expense,8015,Man,Self
24-06-2024,Maintenance_Charges,Expense,2853,Man,Self
24-06-2024,Utilities,Expense,6610,Man,Self
24-06-2024,Insurance,Expense,2212,Man,Self
24-06-2024,Groceries_Household,Expense,3595,Spouse,Spouse
24-06-2024,Transport,Expense,3765,Man,Self
24-06-2024,Dining_Out_Entertainment,Expense,2449,Spouse,Spouse
24-06-2024,Emergency_Fund,Expense,3970,Man,Self
24-06-2024,Mutual_Funds_Stocks,Expense,3924,Man,Self
24-06-2024,Children_Education,Expense,5647,Man,Self
25-06-2024,Maintenance_Charges,Expense,2901,Man,Self
25-06-2024,Utilities,Expense,8182,Man,Self
25-06-2024,Shopping,Expense,9978,Spouse,Spouse
25-06-2024,Vacations_Travel,Expense,8545,Shared,Children
25-06-2024,Emergency_Fund,Expense,11668,Man,Self
25-06-2024,Mutual_Funds_Stocks,Expense,9566,Man,Self
25-06-2024,Fixed_Deposits_Gold,Expense,11983,Spouse,Spouse
25-06-2024,Children_Activities,Expense,6506,Spouse,Spouse
26-06-2024,Maintenance_Charges,Expense,2107,Man,Self
26-06-2024,Utilities,Expense,3756,Man,Self
26-06-2024,Insurance,Expense,8342,Man,Self
26-06-2024,Groceries_Household,Expense,3940,Spouse,Spouse
26-06-2024,Emergency_Fund,Expense,5503,Man,Self
26-06-2024,Fixed_Deposits_Gold,Expense,5217,Spouse,Spouse
27-06-2024,Maintenance_Charges,Expense,3429,Man,Self
27-06-2024,Groceries_Household,Expense,2361,Spouse,Spouse
27-06-2024,Transport,Expense,9625,Man,Self
27-06-2024,Dining_Out_Entertainment,Expense,6797,Spouse,Spouse
27-06-2024,Shopping,Expense,2189,Spouse,Spouse
27-06-2024,Vacations_Travel,Expense,8819,Shared,Children
27-06-2024,Fixed_Deposits_Gold,Expense,10616,Spouse,Spouse
28-06-2024,Maintenance_Charges,Expense,9093,Man,Self
28-06-2024,Insurance,Expense,2221,Man,Self
28-06-2024,Transport,Expense,6301,Man,Self
28-06-2024,Shopping,Expense,3482,Spouse,Spouse
28-06-2024,Vacations_Travel,Expense,7767,Shared,Children
28-06-2024,Emergency_Fund,Expense,3827,Man,Self
28-06-2024,Fixed_Deposits_Gold,Expense,9086,Spouse,Spouse
28-06-2024,Children_Education,Expense,10588,Man,Self
28-06-2024,Children_Activities,Expense,2091,Spouse,Spouse
29-06-2024,Medical_Expenses,Expense,7099,Shared,Children
29-06-2024,Shopping,Expense,5885,Spouse,Spouse
29-06-2024,Emergency_Fund,Expense,9709,Man,Self
29-06-2024,Mutual_Funds_Stocks,Expense,10332,Man,Self
29-06-2024,Fixed_Deposits_Gold,Expense,8009,Spouse,Spouse
30-06-2024,House_Rent,Expense,2371,Man,Self
30-06-2024,Maintenance_Charges,Expense,10026,Man,Self
30-06-2024,Insurance,Expense,10911,Man,Self
30-06-2024,Groceries_Household,Expense,8357,Spouse,Spouse
30-06-2024,Dining_Out_Entertainment,Expense,3558,Spouse,Spouse
30-06-2024,Medical_Expenses,Expense,9643,Shared,Children
30-06-2024,Shopping,Expense,2089,Spouse,Spouse
30-06-2024,Vacations_Travel,Expense,3555,Shared,Children
30-06-2024,Fixed_Deposits_Gold,Expense,7689,Spouse,Spouse
30-06-2024,Children_Education,Expense,6931,Man,Self
01-07-2024,Man_Salary,Income,90759,Man,Self
01-07-2024,Spouse_Salary,Income,74987,Spouse,Spouse
01-07-2024,Maintenance_Charges,Expense,4323,Man,Self
01-07-2024,Utilities,Expense,7623,Man,Self
01-07-2024,Medical_Expenses,Expense,10690,Shared,Children
01-07-2024,Shopping,Expense,4102,Spouse,Spouse
01-07-2024,Fixed_Deposits_Gold,Expense,11512,Spouse,Spouse
01-07-2024,Children_Education,Expense,2699,Man,Self
01-07-2024,Children_Activities,Expense,7242,Spouse,Spouse
02-07-2024,Freelance_Income,Income,6966,Man,Self
02-07-2024,Maintenance_Charges,Expense,3920,Man,Self
02-07-2024,Transport,Expense,7906,Man,Self
02-07-2024,Emergency_Fund,Expense,3756,Man,Self
02-07-2024,Mutual_Funds_Stocks,Expense,8360,Man,Self
02-07-2024,Children_Activities,Expense,5309,Spouse,Spouse
03-07-2024,House_Rent,Expense,7770,Man,Self
03-07-2024,Maintenance_Charges,Expense,6659,Man,Self
03-07-2024,Utilities,Expense,4750,Man,Self
03-07-2024,Groceries_Household,Expense,3716,Spouse,Spouse
03-07-2024,Transport,Expense,10225,Man,Self
03-07-2024,Shopping,Expense,7581,Spouse,Spouse
03-07-2024,Vacations_Travel,Expense,9227,Shared,Children
03-07-2024,Mutual_Funds_Stocks,Expense,2254,Man,Self
03-07-2024,Fixed_Deposits_Gold,Expense,11154,Spouse,Spouse
03-07-2024,Children_Education,Expense,5373,Man,Self
03-07-2024,Children_Activities,Expense,8540,Spouse,Spouse
04-07-2024,House_Rent,Expense,4216,Man,Self
04-07-2024,Maintenance_Charges,Expense,4224,Man,Self
04-07-2024,Utilities,Expense,7308,Man,Self
04-07-2024,Insurance,Expense,10773,Man,Self
04-07-2024,Groceries_Household,Expense,2679,Spouse,Spouse
04-07-2024,Dining_Out_Entertainment,Expense,3047,Spouse,Spouse
04-07-2024,Vacations_Travel,Expense,4686,Shared,Children
04-07-2024,Fixed_Deposits_Gold,Expense,2288,Spouse,Spouse
04-07-2024,Children_Activities,Expense,3160,Spouse,Spouse
05-07-2024,Interest_Dividends,Income,2697,Man,Self
05-07-2024,House_Rent,Expense,30931,Man,Self
05-07-2024,Maintenance_Charges,Expense,7548,Man,Self
05-07-2024,Utilities,Expense,8697,Man,Self
05-07-2024,Insurance,Expense,5653,Man,Self
05-07-2024,Groceries_Household,Expense,6292,Spouse,Spouse
05-07-2024,Transport,Expense,3616,Man,Self
05-07-2024,Dining_Out_Entertainment,Expense,9208,Spouse,Spouse
05-07-2024,Vacations_Travel,Expense,2139,Shared,Children
05-07-2024,Fixed_Deposits_Gold,Expense,10884,Spouse,Spouse
05-07-2024,Children_Education,Expense,5280,Man,Self
06-07-2024,House_Rent,Expense,6733,Man,Self
06-07-2024,Maintenance_Charges,Expense,2972,Man,Self
06-07-2024,Utilities,Expense,8714,Man,Self
06-07-2024,Insurance,Expense,9501,Man,Self
06-07-2024,Groceries_Household,Expense,3303,Spouse,Spouse
06-07-2024,Dining_Out_Entertainment,Expense,10249,Spouse,Spouse
06-07-2024,Vacations_Travel,Expense,2605,Shared,Children
06-07-2024,Mutual_Funds_Stocks,Expense,5951,Man,Self
06-07-2024,Fixed_Deposits_Gold,Expense,2103,Spouse,Spouse
06-07-2024,Children_Education,Expense,11318,Man,Self
07-07-2024,House_Rent,Expense,8800,Man,Self
07-07-2024,Insurance,Expense,9005,Man,Self
07-07-2024,Shopping,Expense,4193,Spouse,Spouse
07-07-2024,Mutual_Funds_Stocks,Expense,5675,Man,Self
07-07-2024,Children_Activities,Expense,4772,Spouse,Spouse
08-07-2024,House_Rent,Expense,2213,Man,Self
08-07-2024,Maintenance_Charges,Expense,2327,Man,Self
08-07-2024,Groceries_Household,Expense,5394,Spouse,Spouse
08-07-2024,Dining_Out_Entertainment,Expense,7131,Spouse,Spouse
08-07-2024,Medical_Expenses,Expense,9770,Shared,Children
08-07-2024,Vacations_Travel,Expense,3527,Shared,Children
08-07-2024,Emergency_Fund,Expense,2216,Man,Self
08-07-2024,Mutual_Funds_Stocks,Expense,5906,Man,Self
08-07-2024,Children_Activities,Expense,9420,Spouse,Spouse
09-07-2024,Freelance_Income,Income,7430,Man,Self
09-07-2024,House_Rent,Expense,7399,Man,Self
09-07-2024,Insurance,Expense,4989,Man,Self
09-07-2024,Groceries_Household,Expense,8709,Spouse,Spouse
09-07-2024,Transport,Expense,4129,Man,Self
09-07-2024,Dining_Out_Entertainment,Expense,3463,Spouse,Spouse
09-07-2024,Medical_Expenses,Expense,2623,Shared,Children
09-07-2024,Emergency_Fund,Expense,2601,Man,Self
09-07-2024,Children_Education,Expense,6640,Man,Self
09-07-2024,Children_Activities,Expense,4592,Spouse,Spouse
10-07-2024,Maintenance_Charges,Expense,4664,Man,Self
10-07-2024,Utilities,Expense,2567,Man,Self
10-07-2024,Insurance,Expense,6475,Man,Self
10-07-2024,Medical_Expenses,Expense,5495,Shared,Children
10-07-2024,Vacations_Travel,Expense,3366,Shared,Children
10-07-2024,Children_Education,Expense,13840,Man,Self
10-07-2024,Children_Activities,Expense,11118,Spouse,Spouse
11-07-2024,Insurance,Expense,7930,Man,Self
11-07-2024,Transport,Expense,9790,Man,Self
11-07-2024,Medical_Expenses,Expense,3726,Shared,Children
11-07-2024,Shopping,Expense,7372,Spouse,Spouse
11-07-2024,Vacations_Travel,Expense,3879,Shared,Children
11-07-2024,Emergency_Fund,Expense,3802,Man,Self
11-07-2024,Fixed_Deposits_Gold,Expense,8204,Spouse,Spouse
12-07-2024,Utilities,Expense,9651,Man,Self
12-07-2024,Insurance,Expense,10747,Man,Self
12-07-2024,Groceries_Household,Expense,4396,Spouse,Spouse
12-07-2024,Dining_Out_Entertainment,Expense,9746,Spouse,Spouse
12-07-2024,Medical_Expenses,Expense,3257,Shared,Children
12-07-2024,Shopping,Expense,5750,Spouse,Spouse
12-07-2024,Children_Education,Expense,8147,Man,Self
12-07-2024,Children_Activities,Expense,4315,Spouse,Spouse
13-07-2024,Freelance_Income,Income,11483,Man,Self
13-07-2024,Insurance,Expense,3685,Man,Self
13-07-2024,Groceries_Household,Expense,10941,Spouse,Spouse
13-07-2024,Transport,Expense,8388,Man,Self
13-07-2024,Dining_Out_Entertainment,Expense,2028,Spouse,Spouse
13-07-2024,Medical_Expenses,Expense,10629,Shared,Children
13-07-2024,Emergency_Fund,Expense,10643,Man,Self
13-07-2024,Fixed_Deposits_Gold,Expense,10028,Spouse,Spouse
13-07-2024,Children_Education,Expense,2239,Man,Self
14-07-2024,Freelance_Income,Income,6953,Man,Self
14-07-2024,House_Rent,Expense,7153,Man,Self
14-07-2024,Insurance,Expense,8680,Man,Self
14-07-2024,Groceries_Household,Expense,7052,Spouse,Spouse
14-07-2024,Transport,Expense,11822,Man,Self
14-07-2024,Medical_Expenses,Expense,6050,Shared,Children
14-07-2024,Mutual_Funds_Stocks,Expense,9566,Man,Self
14-07-2024,Fixed_Deposits_Gold,Expense,4726,Spouse,Spouse
14-07-2024,Children_Education,Expense,3624,Man,Self
15-07-2024,Freelance_Income,Income,7039,Man,Self
15-07-2024,Transport,Expense,7681,Man,Self
15-07-2024,Shopping,Expense,9155,Spouse,Spouse
15-07-2024,Vacations_Travel,Expense,7582,Shared,Children
15-07-2024,Children_Activities,Expense,5732,Spouse,Spouse
16-07-2024,House_Rent,Expense,6139,Man,Self
16-07-2024,Maintenance_Charges,Expense,2339,Man,Self
16-07-2024,Utilities,Expense,3028,Man,Self
16-07-2024,Insurance,Expense,8759,Man,Self
16-07-2024,Mutual_Funds_Stocks,Expense,3100,Man,Self
16-07-2024,Fixed_Deposits_Gold,Expense,6823,Spouse,Spouse
16-07-2024,Children_Education,Expense,4334,Man,Self
16-07-2024,Children_Activities,Expense,6682,Spouse,Spouse
17-07-2024,Insurance,Expense,11689,Man,Self
17-07-2024,Groceries_Household,Expense,2598,Spouse,Spouse
17-07-2024,Transport,Expense,2598,Man,Self
17-07-2024,Medical_Expenses,Expense,5589,Shared,Children
17-07-2024,Emergency_Fund,Expense,6387,Man,Self
17-07-2024,Children_Activities,Expense,5371,Spouse,Spouse
18-07-2024,House_Rent,Expense,6123,Man,Self
18-07-2024,Insurance,Expense,10961,Man,Self
18-07-2024,Transport,Expense,8810,Man,Self
18-07-2024,Medical_Expenses,Expense,5990,Shared,Children
18-07-2024,Mutual_Funds_Stocks,Expense,10612,Man,Self
18-07-2024,Fixed_Deposits_Gold,Expense,5983,Spouse,Spouse
19-07-2024,Freelance_Income,Income,8182,Man,Self
19-07-2024,Insurance,Expense,5855,Man,Self
19-07-2024,Groceries_Household,Expense,9842,Spouse,Spouse
19-07-2024,Dining_Out_Entertainment,Expense,4646,Spouse,Spouse
19-07-2024,Medical_Expenses,Expense,10155,Shared,Children
19-07-2024,Shopping,Expense,7929,Spouse,Spouse
19-07-2024,Emergency_Fund,Expense,11613,Man,Self
19-07-2024,Fixed_Deposits_Gold,Expense,6127,Spouse,Spouse
19-07-2024,Children_Activities,Expense,6592,Spouse,Spouse
20-07-2024,Maintenance_Charges,Expense,4890,Man,Self
20-07-2024,Utilities,Expense,10874,Man,Self
20-07-2024,Insurance,Expense,4457,Man,Self
20-07-2024,Groceries_Household,Expense,11150,Spouse,Spouse
20-07-2024,Medical_Expenses,Expense,7565,Shared,Children
20-07-2024,Shopping,Expense,9780,Spouse,Spouse
20-07-2024,Vacations_Travel,Expense,3330,Shared,Children
20-07-2024,Emergency_Fund,Expense,11188,Man,Self
20-07-2024,Children_Education,Expense,8216,Man,Self
20-07-2024,Children_Activities,Expense,7794,Spouse,Spouse
21-07-2024,Insurance,Expense,9858,Man,Self
21-07-2024,Groceries_Household,Expense,9872,Spouse,Spouse
21-07-2024,Shopping,Expense,5767,Spouse,Spouse
21-07-2024,Vacations_Travel,Expense,11076,Shared,Children
21-07-2024,Mutual_Funds_Stocks,Expense,5689,Man,Self
21-07-2024,Children_Activities,Expense,7313,Spouse,Spouse
22-07-2024,House_Rent,Expense,2672,Man,Self
22-07-2024,Maintenance_Charges,Expense,7960,Man,Self
22-07-2024,Insurance,Expense,11981,Man,Self
22-07-2024,Groceries_Household,Expense,9201,Spouse,Spouse
22-07-2024,Dining_Out_Entertainment,Expense,4544,Spouse,Spouse
22-07-2024,Children_Activities,Expense,7760,Spouse,Spouse
23-07-2024,Utilities,Expense,5736,Man,Self
23-07-2024,Mutual_Funds_Stocks,Expense,8091,Man,Self
23-07-2024,Fixed_Deposits_Gold,Expense,11359,Spouse,Spouse
24-07-2024,Freelance_Income,Income,11159,Man,Self
24-07-2024,Maintenance_Charges,Expense,6753,Man,Self
24-07-2024,Utilities,Expense,2444,Man,Self
24-07-2024,Shopping,Expense,9523,Spouse,Spouse
24-07-2024,Vacations_Travel,Expense,6430,Shared,Children
24-07-2024,Emergency_Fund,Expense,10678,Man,Self
24-07-2024,Mutual_Funds_Stocks,Expense,9531,Man,Self
24-07-2024,Children_Education,Expense,3089,Man,Self
25-07-2024,Maintenance_Charges,Expense,4500,Man,Self
25-07-2024,Medical_Expenses,Expense,5132,Shared,Children
25-07-2024,Mutual_Funds_Stocks,Expense,7702,Man,Self
25-07-2024,Children_Education,Expense,10336,Man,Self
25-07-2024,Children_Activities,Expense,2368,Spouse,Spouse
26-07-2024,Maintenance_Charges,Expense,3145,Man,Self
26-07-2024,Transport,Expense,4130,Man,Self
26-07-2024,Shopping,Expense,2859,Spouse,Spouse
26-07-2024,Emergency_Fund,Expense,11900,Man,Self
26-07-2024,Mutual_Funds_Stocks,Expense,6078,Man,Self
26-07-2024,Children_Education,Expense,8093,Man,Self
26-07-2024,Children_Activities,Expense,7855,Spouse,Spouse
27-07-2024,Freelance_Income,Income,5805,Man,Self
27-07-2024,House_Rent,Expense,5813,Man,Self
27-07-2024,Utilities,Expense,11098,Man,Self
27-07-2024,Insurance,Expense,10202,Man,Self
27-07-2024,Medical_Expenses,Expense,5822,Shared,Children
27-07-2024,Vacations_Travel,Expense,8091,Shared,Children
27-07-2024,Emergency_Fund,Expense,10723,Man,Self
27-07-2024,Mutual_Funds_Stocks,Expense,6202,Man,Self
27-07-2024,Fixed_Deposits_Gold,Expense,10577,Spouse,Spouse
27-07-2024,Children_Activities,Expense,5064,Spouse,Spouse
28-07-2024,Freelance_Income,Income,7299,Man,Self
28-07-2024,Utilities,Expense,5645,Man,Self
28-07-2024,Groceries_Household,Expense,10573,Spouse,Spouse
28-07-2024,Dining_Out_Entertainment,Expense,6428,Spouse,Spouse
28-07-2024,Shopping,Expense,10423,Spouse,Spouse
28-07-2024,Fixed_Deposits_Gold,Expense,8664,Spouse,Spouse
29-07-2024,Freelance_Income,Income,10848,Man,Self
29-07-2024,Maintenance_Charges,Expense,9682,Man,Self
29-07-2024,Utilities,Expense,3516,Man,Self
29-07-2024,Insurance,Expense,6361,Man,Self
29-07-2024,Groceries_Household,Expense,9197,Spouse,Spouse
29-07-2024,Medical_Expenses,Expense,9625,Shared,Children
29-07-2024,Vacations_Travel,Expense,2040,Shared,Children
29-07-2024,Children_Activities,Expense,4218,Spouse,Spouse
30-07-2024,Freelance_Income,Income,10114,Man,Self
30-07-2024,Maintenance_Charges,Expense,2833,Man,Self
30-07-2024,Utilities,Expense,3051,Man,Self
30-07-2024,Insurance,Expense,2707,Man,Self
30-07-2024,Dining_Out_Entertainment,Expense,2641,Spouse,Spouse
30-07-2024,Medical_Expenses,Expense,6193,Shared,Children
30-07-2024,Shopping,Expense,11844,Spouse,Spouse
30-07-2024,Vacations_Travel,Expense,8882,Shared,Children
30-07-2024,Emergency_Fund,Expense,2556,Man,Self
30-07-2024,Mutual_Funds_Stocks,Expense,11000,Man,Self
30-07-2024,Children_Activities,Expense,10628,Spouse,Spouse
31-07-2024,Maintenance_Charges,Expense,3879,Man,Self
31-07-2024,Medical_Expenses,Expense,3571,Shared,Children
31-07-2024,Children_Education,Expense,6653,Man,Self
31-07-2024,Children_Activities,Expense,6764,Spouse,Spouse
01-08-2024,Man_Salary,Income,103905,Man,Self
01-08-2024,Spouse_Salary,Income,74890,Spouse,Spouse
01-08-2024,Maintenance_Charges,Expense,4409,Man,Self
01-08-2024,Insurance,Expense,8103,Man,Self
01-08-2024,Dining_Out_Entertainment,Expense,10198,Spouse,Spouse
01-08-2024,Medical_Expenses,Expense,2867,Shared,Children
01-08-2024,Shopping,Expense,11533,Spouse,Spouse
01-08-2024,Mutual_Funds_Stocks,Expense,7341,Man,Self
01-08-2024,Children_Education,Expense,8169,Man,Self
02-08-2024,Utilities,Expense,3841,Man,Self
02-08-2024,Insurance,Expense,5664,Man,Self
02-08-2024,Shopping,Expense,2228,Spouse,Spouse
02-08-2024,Vacations_Travel,Expense,10883,Shared,Children
02-08-2024,Emergency_Fund,Expense,2196,Man,Self
02-08-2024,Mutual_Funds_Stocks,Expense,9661,Man,Self
02-08-2024,Children_Activities,Expense,8410,Spouse,Spouse
03-08-2024,Freelance_Income,Income,7155,Man,Self
03-08-2024,House_Rent,Expense,9080,Man,Self
03-08-2024,Utilities,Expense,11123,Man,Self
03-08-2024,Insurance,Expense,3118,Man,Self
03-08-2024,Groceries_Household,Expense,4699,Spouse,Spouse
03-08-2024,Transport,Expense,6675,Man,Self
03-08-2024,Medical_Expenses,Expense,7235,Shared,Children
03-08-2024,Vacations_Travel,Expense,6334,Shared,Children
03-08-2024,Mutual_Funds_Stocks,Expense,3236,Man,Self
03-08-2024,Fixed_Deposits_Gold,Expense,8796,Spouse,Spouse
04-08-2024,Utilities,Expense,10802,Man,Self
04-08-2024,Groceries_Household,Expense,8500,Spouse,Spouse
04-08-2024,Mutual_Funds_Stocks,Expense,9607,Man,Self
04-08-2024,Fixed_Deposits_Gold,Expense,5531,Spouse,Spouse
04-08-2024,Children_Education,Expense,7115,Man,Self
04-08-2024,Children_Activities,Expense,7486,Spouse,Spouse
05-08-2024,Interest_Dividends,Income,3296,Man,Self
05-08-2024,House_Rent,Expense,35605,Man,Self
05-08-2024,Maintenance_Charges,Expense,8268,Man,Self
05-08-2024,Fixed_Deposits_Gold,Expense,11279,Spouse,Spouse
05-08-2024,Children_Activities,Expense,4371,Spouse,Spouse
06-08-2024,House_Rent,Expense,6858,Man,Self
06-08-2024,Utilities,Expense,11482,Man,Self
06-08-2024,Transport,Expense,3350,Man,Self
06-08-2024,Dining_Out_Entertainment,Expense,9816,Spouse,Spouse
06-08-2024,Medical_Expenses,Expense,2606,Shared,Children
06-08-2024,Mutual_Funds_Stocks,Expense,11891,Man,Self
06-08-2024,Fixed_Deposits_Gold,Expense,2504,Spouse,Spouse
06-08-2024,Children_Education,Expense,5567,Man,Self
07-08-2024,Freelance_Income,Income,7862,Man,Self
07-08-2024,House_Rent,Expense,8658,Man,Self
07-08-2024,Maintenance_Charges,Expense,4313,Man,Self
07-08-2024,Vacations_Travel,Expense,5254,Shared,Children
07-08-2024,Mutual_Funds_Stocks,Expense,6935,Man,Self
07-08-2024,Children_Education,Expense,2784,Man,Self
07-08-2024,Children_Activities,Expense,3896,Spouse,Spouse
08-08-2024,House_Rent,Expense,3637,Man,Self
08-08-2024,Maintenance_Charges,Expense,5107,Man,Self
08-08-2024,Utilities,Expense,8444,Man,Self
08-08-2024,Insurance,Expense,6246,Man,Self
08-08-2024,Shopping,Expense,8391,Spouse,Spouse
08-08-2024,Vacations_Travel,Expense,11281,Shared,Children
08-08-2024,Emergency_Fund,Expense,3831,Man,Self
08-08-2024,Mutual_Funds_Stocks,Expense,7123,Man,Self
08-08-2024,Fixed_Deposits_Gold,Expense,10132,Spouse,Spouse
08-08-2024,Children_Education,Expense,11714,Man,Self
08-08-2024,Children_Activities,Expense,9761,Spouse,Spouse
09-08-2024,Freelance_Income,Income,10384,Man,Self
09-08-2024,House_Rent,Expense,11282,Man,Self
09-08-2024,Insurance,Expense,2096,Man,Self
09-08-2024,Groceries_Household,Expense,5729,Spouse,Spouse
09-08-2024,Emergency_Fund,Expense,9252,Man,Self
09-08-2024,Mutual_Funds_Stocks,Expense,7326,Man,Self
10-08-2024,Utilities,Expense,7498,Man,Self
10-08-2024,Transport,Expense,3765,Man,Self
10-08-2024,Medical_Expenses,Expense,9793,Shared,Children
10-08-2024,Mutual_Funds_Stocks,Expense,4122,Man,Self
10-08-2024,Fixed_Deposits_Gold,Expense,6265,Spouse,Spouse
10-08-2024,Children_Education,Expense,11393,Man,Self
10-08-2024,Children_Activities,Expense,7671,Spouse,Spouse
11-08-2024,Groceries_Household,Expense,4429,Spouse,Spouse
11-08-2024,Fixed_Deposits_Gold,Expense,5925,Spouse,Spouse
11-08-2024,Children_Education,Expense,10333,Man,Self
12-08-2024,Utilities,Expense,10099,Man,Self
12-08-2024,Groceries_Household,Expense,2516,Spouse,Spouse
12-08-2024,Medical_Expenses,Expense,7188,Shared,Children
12-08-2024,Shopping,Expense,10939,Spouse,Spouse
12-08-2024,Vacations_Travel,Expense,3644,Shared,Children
12-08-2024,Children_Education,Expense,5655,Man,Self
12-08-2024,Children_Activities,Expense,5518,Spouse,Spouse
13-08-2024,Maintenance_Charges,Expense,3595,Man,Self
13-08-2024,Groceries_Household,Expense,9185,Spouse,Spouse
13-08-2024,Transport,Expense,9112,Man,Self
13-08-2024,Dining_Out_Entertainment,Expense,7553,Spouse,Spouse
13-08-2024,Medical_Expenses,Expense,9142,Shared,Children
13-08-2024,Vacations_Travel,Expense,4797,Shared,Children
13-08-2024,Fixed_Deposits_Gold,Expense,2723,Spouse,Spouse
14-08-2024,House_Rent,Expense,11573,Man,Self
14-08-2024,Groceries_Household,Expense,7033,Spouse,Spouse
14-08-2024,Medical_Expenses,Expense,10303,Shared,Children
14-08-2024,Fixed_Deposits_Gold,Expense,4887,Spouse,Spouse
14-08-2024,Children_Education,Expense,10199,Man,Self
14-08-2024,Children_Activities,Expense,3731,Spouse,Spouse
15-08-2024,Maintenance_Charges,Expense,2060,Man,Self
15-08-2024,Insurance,Expense,6213,Man,Self
15-08-2024,Transport,Expense,7108,Man,Self
15-08-2024,Medical_Expenses,Expense,4142,Shared,Children
15-08-2024,Shopping,Expense,4887,Spouse,Spouse
15-08-2024,Emergency_Fund,Expense,11644,Man,Self
15-08-2024,Mutual_Funds_Stocks,Expense,9127,Man,Self
15-08-2024,Fixed_Deposits_Gold,Expense,3251,Spouse,Spouse
15-08-2024,Children_Activities,Expense,6096,Spouse,Spouse
16-08-2024,House_Rent,Expense,8747,Man,Self
16-08-2024,Utilities,Expense,7405,Man,Self
16-08-2024,Groceries_Household,Expense,11207,Spouse,Spouse
16-08-2024,Transport,Expense,6932,Man,Self
16-08-2024,Shopping,Expense,9259,Spouse,Spouse
16-08-2024,Children_Education,Expense,8772,Man,Self
16-08-2024,Children_Activities,Expense,7013,Spouse,Spouse
17-08-2024,House_Rent,Expense,4215,Man,Self
17-08-2024,Utilities,Expense,11426,Man,Self
17-08-2024,Dining_Out_Entertainment,Expense,10556,Spouse,Spouse
17-08-2024,Medical_Expenses,Expense,9306,Shared,Children
17-08-2024,Emergency_Fund,Expense,10229,Man,Self
17-08-2024,Fixed_Deposits_Gold,Expense,7282,Spouse,Spouse
17-08-2024,Children_Education,Expense,3776,Man,Self
17-08-2024,Children_Activities,Expense,7088,Spouse,Spouse
18-08-2024,House_Rent,Expense,7839,Man,Self
18-08-2024,Maintenance_Charges,Expense,3428,Man,Self
18-08-2024,Utilities,Expense,5460,Man,Self
18-08-2024,Insurance,Expense,6073,Man,Self
18-08-2024,Groceries_Household,Expense,5346,Spouse,Spouse
18-08-2024,Emergency_Fund,Expense,8002,Man,Self
18-08-2024,Fixed_Deposits_Gold,Expense,7212,Spouse,Spouse
19-08-2024,Freelance_Income,Income,9669,Man,Self
19-08-2024,House_Rent,Expense,3814,Man,Self
19-08-2024,Utilities,Expense,8046,Man,Self
19-08-2024,Medical_Expenses,Expense,5175,Shared,Children
19-08-2024,Shopping,Expense,8131,Spouse,Spouse
19-08-2024,Mutual_Funds_Stocks,Expense,8051,Man,Self
19-08-2024,Fixed_Deposits_Gold,Expense,6453,Spouse,Spouse
19-08-2024,Children_Education,Expense,10898,Man,Self
19-08-2024,Children_Activities,Expense,10318,Spouse,Spouse
20-08-2024,House_Rent,Expense,8622,Man,Self
20-08-2024,Maintenance_Charges,Expense,5133,Man,Self
20-08-2024,Transport,Expense,9954,Man,Self
20-08-2024,Medical_Expenses,Expense,3936,Shared,Children
20-08-2024,Vacations_Travel,Expense,9560,Shared,Children
20-08-2024,Mutual_Funds_Stocks,Expense,4914,Man,Self
